name,NGC,NCC,OC,Hindex,i10,ALIS Score for rho between 0.0 to 0.1,(Normalized)ALIS Score for rho between 0.0 to 0.1,ALIS Score for rho between 0.1to 0.99,(Normalized) ALIS Score for rho between 0.1to 0.99,Rank
A2790,0.695745,0.87234,0.968085,0.533333333,0.6,2.71E+50,0.8442,92150.9276,0.8452,541
A5613,0.934189,0.645265,0.993579,0.4,0.633333333,2.70E+50,0.8431,92148.00488,0.8452,542
A8245,0.897436,0.907051,0.772436,0.366666667,0.433333333,2.71E+50,0.8437,92142.94647,0.8451,543
A4271,0.936681,0.620087,0.995633,0.6,0.6,2.70E+50,0.8432,92127.32553,0.8450,544
A7233,0.970091,0.768531,0.726918,0.833333333,0.866666667,2.71E+50,0.8443,92112.28244,0.8449,545
A72,0.896764,0.751926,0.881356,0.5,0.566666667,2.71E+50,0.8440,92088.73955,0.8447,546
A2102,0.866972,0.963303,0.68578,0.633333333,0.633333333,2.70E+50,0.8434,92048.29313,0.8443,547
A2709,0.666667,0.926984,0.980952,0.466666667,0.466666667,2.70E+50,0.8424,92038.24397,0.8442,548
A5015,0.837027,0.843546,0.797914,0.633333333,0.766666667,2.71E+50,0.8440,92030.69413,0.8441,549
A7369,0.690335,0.966469,0.871795,0.566666667,0.6,2.70E+50,0.8431,92030.64646,0.8441,550
A7697,0.86174,0.734207,0.873659,0.7,0.833333333,2.71E+50,0.8439,92028.30221,0.8441,551
A9823,0.78392,0.776382,0.984925,0.5,0.5,2.70E+50,0.8430,92017.96591,0.8440,552
A5372,0.890588,0.655294,0.961176,0.633333333,0.833333333,2.71E+50,0.8452,92014.06666,0.8440,553
A2514,0.883721,0.756708,0.840787,0.666666667,0.733333333,2.71E+50,0.8437,91997.3075,0.8438,554
A857,0.997481,0.856423,0.725441,0.366666667,0.466666667,2.70E+50,0.8419,91973.252,0.8436,555
A9752,0.814703,0.839879,0.81571,0.6,0.866666667,2.70E+50,0.8434,91961.69641,0.8435,556
A2403,0.918033,0.912568,0.786885,0.333333333,0.266666667,2.70E+50,0.8410,91956.42529,0.8434,557
A3616,0.754484,0.7713,0.92713,0.766666667,0.933333333,2.70E+50,0.8429,91928.75546,0.8432,558
A2047,0.889058,0.664134,0.965046,0.6,0.666666667,2.70E+50,0.8420,91917.96944,0.8431,559
A2324,0.640336,0.92605,0.991597,0.4,0.7,2.70E+50,0.8410,91901.22982,0.8429,560
A257,0.839695,0.877863,0.923664,0.3,0.2,2.69E+50,0.8393,91893.39025,0.8429,561
A4553,0.939355,0.939355,0.629677,0.633333333,0.8,2.70E+50,0.8416,91890.20032,0.8428,562
A1108,0.620301,0.922306,0.926065,0.9,0.9,2.69E+50,0.8396,91877.16587,0.8427,563
A410,0.754639,0.773196,0.929897,0.766666667,0.866666667,2.70E+50,0.8424,91876.51567,0.8427,564
A3017,0.754098,0.969945,0.983607,0.3,0.1,2.68E+50,0.8359,91872.92449,0.8427,565
A6573,0.759891,0.758527,0.993179,0.433333333,0.866666667,2.70E+50,0.8416,91866.78941,0.8426,566
A196,0.638462,0.961538,0.961538,0.5,0.533333333,2.70E+50,0.8407,91859.55797,0.8426,567
A1038,0.787024,0.71086,0.971791,0.766666667,0.833333333,2.70E+50,0.8419,91857.33069,0.8425,568
A648,1,0.75,0.892857,0.3,0.233333333,2.69E+50,0.8389,91854.24911,0.8425,569
A293,0.685246,0.806557,0.977049,0.7,0.966666667,2.70E+50,0.8417,91851.75969,0.8425,570
A6187,0.693548,0.912903,0.929032,0.533333333,0.533333333,2.60E+50,0.8105,91851.72325,0.8425,571
A7623,0.796628,0.763962,0.911486,0.6,0.866666667,2.70E+50,0.8418,91808.36375,0.8421,572
A3756,0.967963,0.620137,0.961098,0.466666667,0.7,2.69E+50,0.8401,91796.56706,0.8420,573
A6140,0.924157,0.797753,0.907303,0.3,0.233333333,2.69E+50,0.8386,91780.44361,0.8418,574
A7747,0.652459,0.967213,0.927869,0.533333333,0.533333333,2.69E+50,0.8403,91778.19222,0.8418,575
A3222,0.917485,0.872299,0.75835,0.433333333,0.466666667,2.70E+50,0.8407,91774.29524,0.8418,576
A2864,0.91623,0.774869,0.774869,0.7,0.8,2.70E+50,0.8415,91773.82014,0.8418,577
A2734,0.682263,0.917301,0.931447,0.533333333,0.566666667,2.70E+50,0.8406,91771.15389,0.8417,578
A7962,0.932584,0.758427,1,0.266666667,0.133333333,2.68E+50,0.8358,91753.63958,0.8416,579
A7487,0.916667,0.888889,0.840278,0.266666667,0.2,2.69E+50,0.8377,91749.53682,0.8415,580
A9486,0.919658,0.610256,0.969231,0.766666667,0.766666667,2.69E+50,0.8400,91743.3397,0.8415,581
A2577,0.886228,0.826347,0.97006,0.333333333,0.1,2.68E+50,0.8353,91739.68897,0.8415,582
A4257,0.632911,0.977215,0.944304,0.533333333,0.533333333,2.69E+50,0.8396,91737.16711,0.8414,583
A1925,0.812652,0.861314,0.849148,0.5,0.5,2.70E+50,0.8407,91722.82368,0.8413,584
A8303,0.629403,0.914242,0.986217,0.6,0.633333333,2.69E+50,0.8395,91711.78099,0.8412,585
A3800,0.61165,0.932039,0.994175,0.6,0.633333333,2.69E+50,0.8394,91708.17065,0.8412,586
A9367,0.66599,0.905584,0.859898,0.966666667,1,2.69E+50,0.8404,91705.88329,0.8411,587
A5907,0.814271,0.951731,0.687303,0.766666667,0.966666667,2.69E+50,0.8405,91701.48971,0.8411,588
A9617,0.800601,0.837675,0.838677,0.5,0.866666667,2.70E+50,0.8406,91680.66601,0.8409,589
A913,0.962322,0.655804,0.8778,0.5,0.966666667,2.68E+50,0.8363,91674.14277,0.8409,590
A8621,0.849085,0.710366,0.969512,0.5,0.566666667,2.69E+50,0.8395,91666.4537,0.8408,591
A6974,0.768382,0.970588,0.794118,0.5,0.5,2.69E+50,0.8398,91663.49591,0.8408,592
A7422,0.992509,0.833333,0.705993,0.533333333,0.533333333,2.69E+50,0.8395,91647.69592,0.8406,593
A4148,0.615,0.963333,0.995,0.433333333,0.566666667,2.67E+50,0.8329,91646.27988,0.8406,594
A1533,0.874433,0.708018,0.918306,0.566666667,0.666666667,2.69E+50,0.8399,91639.15404,0.8405,595
A3727,0.992762,0.609168,0.926417,0.566666667,0.733333333,2.69E+50,0.8387,91632.01386,0.8405,596
A713,0.936772,0.589018,0.993344,0.666666667,0.766666667,2.69E+50,0.8384,91616.36696,0.8403,597
A2317,0.903047,0.703601,0.941828,0.466666667,0.466666667,2.69E+50,0.8390,91612.0584,0.8403,598
A6381,0.766021,0.806259,0.877794,0.766666667,0.8,2.69E+50,0.8401,91599.15958,0.8402,599
A2897,0.616698,0.910816,1,0.633333333,0.633333333,2.69E+50,0.8382,91590.46473,0.8401,600
A2273,0.772829,0.824053,0.834076,0.866666667,0.866666667,2.69E+50,0.8400,91586.92871,0.8401,601
A295,0.95284,0.570204,0.973205,0.733333333,0.966666667,2.69E+50,0.8375,91550.80491,0.8397,602
A6469,0.78312,0.713675,0.940171,0.9,0.9,2.69E+50,0.8392,91546.16585,0.8397,603
A8,0.744748,0.861345,0.89916,0.5,0.633333333,2.69E+50,0.8390,91539.27957,0.8396,604
A8182,0.695122,0.993902,0.902439,0.366666667,0.366666667,2.68E+50,0.8372,91527.78692,0.8395,605
A1116,0.869474,0.858947,0.806316,0.433333333,0.466666667,2.69E+50,0.8386,91525.40719,0.8395,606
A9736,0.689922,0.920543,0.903101,0.466666667,0.7,2.69E+50,0.8384,91517.70076,0.8394,607
A8620,0.763557,0.802603,0.854664,0.866666667,0.966666667,2.69E+50,0.8392,91505.36981,0.8393,608
A5783,0.88764,0.842697,0.977528,0.166666667,0.133333333,2.67E+50,0.8323,91495.11228,0.8392,609
A3217,0.674074,0.77037,0.996825,0.933333333,0.966666667,2.69E+50,0.8382,91487.27839,0.8391,610
A3690,0.935374,0.812925,0.778912,0.466666667,0.5,2.69E+50,0.8380,91458.25396,0.8389,611
A2249,0.757637,0.755601,0.985743,0.6,0.633333333,2.69E+50,0.8381,91452.4081,0.8388,612
A8317,0.73913,0.835539,0.94707,0.433333333,0.6,2.69E+50,0.8376,91417.20104,0.8385,613
A2055,0.725528,0.961612,0.877159,0.366666667,0.433333333,2.68E+50,0.8366,91398.61802,0.8383,614
A7670,0.884354,0.690476,0.955782,0.433333333,0.6,2.68E+50,0.8370,91393.82763,0.8383,615
A5487,0.986028,0.572854,1,0.566666667,0.6,2.68E+50,0.8356,91391.68266,0.8383,616
A3963,0.97672,0.837037,0.670899,0.5,0.966666667,2.68E+50,0.8370,91376.9859,0.8381,617
A1465,0.941884,0.597194,0.97996,0.666666667,0.666666667,2.68E+50,0.8362,91366.19461,0.8380,618
A8801,0.767494,0.792325,0.959368,0.5,0.533333333,2.69E+50,0.8375,91353.00532,0.8379,619
A7559,0.681763,0.854345,0.95104,0.6,0.733333333,2.68E+50,0.8371,91349.0065,0.8379,620
A8583,0.723958,0.942708,0.976563,0.3,0.2,2.67E+50,0.8337,91347.94268,0.8379,621
A6411,0.786632,0.96401,0.745501,0.6,0.6,2.68E+50,0.8371,91339.60099,0.8378,622
A6526,0.751543,0.82716,0.871914,0.7,0.8,2.69E+50,0.8375,91338.48526,0.8378,623
A4162,0.875,0.901316,0.907895,0.2,0.133333333,2.67E+50,0.8315,91323.17295,0.8376,624
A3771,0.780632,0.976285,0.737154,0.6,0.633333333,2.68E+50,0.8369,91321.12552,0.8376,625
A4613,0.9,0.966667,1,0.066666667,0.033333333,2.63E+50,0.8192,91296.94316,0.8374,626
A7144,0.6247,0.978417,0.865707,0.8,0.833333333,2.68E+50,0.8360,91283.0824,0.8373,627
A2128,0.675302,0.82038,0.994819,0.666666667,0.666666667,2.68E+50,0.8360,91253.89591,0.8370,628
A6462,0.702782,0.859444,0.960469,0.466666667,0.566666667,2.68E+50,0.8359,91252.56289,0.8370,629
A1922,1,0.779528,0.850394,0.266666667,0.233333333,2.67E+50,0.8332,91245.31152,0.8369,630
A4182,0.636036,0.906306,0.940541,0.7,0.733333333,2.68E+50,0.8355,91215.7941,0.8366,631
A5259,0.853189,0.766546,0.823105,0.633333333,0.9,2.68E+50,0.8363,91192.6783,0.8364,632
A8348,0.924559,0.850722,0.736758,0.466666667,0.566666667,2.68E+50,0.8356,91187.44445,0.8364,633
A7292,0.957364,0.755814,0.833333,0.4,0.433333333,2.61E+50,0.8145,91186.61292,0.8364,634
A4405,0.879142,0.670565,1,0.4,0.533333333,2.68E+50,0.8345,91180.34442,0.8363,635
A2977,0.917148,0.622351,0.95183,0.7,0.7,2.68E+50,0.8349,91168.71125,0.8362,636
A4557,0.858447,0.748858,0.995434,0.333333333,0.266666667,2.67E+50,0.8332,91158.65161,0.8361,637
A5710,0.929716,0.685573,0.901356,0.466666667,0.6,2.68E+50,0.8348,91140.92796,0.8360,638
A5056,0.775354,0.730643,0.948746,0.7,0.8,2.68E+50,0.8355,91135.38394,0.8359,639
A4011,0.824223,0.754555,0.857449,0.633333333,0.966666667,2.68E+50,0.8357,91134.19909,0.8359,640
A7068,0.950311,0.906832,0.714286,0.366666667,0.366666667,2.34E+50,0.7300,91129.87198,0.8359,641
A5275,0.625641,0.969231,0.979487,0.4,0.466666667,2.67E+50,0.8331,91099.51262,0.8356,642
A5503,0.678295,0.94186,0.918605,0.433333333,0.5,2.67E+50,0.8337,91064.97531,0.8353,643
A1723,0.958333,0.755952,0.8125,0.4,0.533333333,2.67E+50,0.8341,91060.21191,0.8352,644
A534,0.919336,0.729537,0.822064,0.633333333,0.666666667,2.68E+50,0.8347,91053.25309,0.8352,645
A1641,0.784469,0.798732,0.852615,0.766666667,0.766666667,2.68E+50,0.8351,91050.6049,0.8351,646
A2676,0.873508,0.658711,0.980907,0.566666667,0.566666667,2.67E+50,0.8338,91044.40824,0.8351,647
A925,1,0.819876,0.84472,0.333333333,0.1,2.59E+50,0.8071,91021.25512,0.8349,648
A1637,0.722955,0.796834,0.986807,0.5,0.6,2.67E+50,0.8339,91018.34575,0.8348,649
A5176,0.949527,0.719243,0.930599,0.333333333,0.3,2.68E+50,0.8345,90999.51887,0.8347,650
A5339,0.828508,0.657016,0.982183,0.633333333,0.866666667,2.67E+50,0.8336,90996.71444,0.8346,651
A1489,0.7875,0.91875,0.95625,0.333333333,0.1,2.66E+50,0.8284,90989.21282,0.8346,652
A7907,0.961194,0.701493,0.856716,0.5,0.5,2.67E+50,0.8333,90976.63215,0.8345,653
A197,0.777656,0.81161,0.871851,0.633333333,0.666666667,2.67E+50,0.8336,90968.93308,0.8344,654
A3552,0.77284,0.720988,0.995062,0.6,0.633333333,2.67E+50,0.8335,90964.96498,0.8343,655
A6566,0.644092,0.855908,0.994236,0.566666667,0.733333333,2.67E+50,0.8329,90945.46983,0.8342,656
A2410,0.76569,0.988842,0.750349,0.566666667,0.666666667,2.69E+50,0.8397,90942.5988,0.8341,657
A3248,0.821053,0.663158,1,0.666666667,0.666666667,2.67E+50,0.8329,90921.41895,0.8339,658
A7150,0.708253,0.761996,1,0.7,0.7,2.65E+50,0.8257,90916.35388,0.8339,659
A796,0.627907,0.909561,0.976744,0.566666667,0.6,2.67E+50,0.8323,90908.75499,0.8338,660
A2783,0.620335,0.90991,0.929215,0.766666667,0.833333333,2.67E+50,0.8326,90905.58874,0.8338,661
A4300,0.724138,0.896552,0.925287,0.4,0.4,2.66E+50,0.8290,90876.1524,0.8335,662
A3382,0.870839,0.637816,0.993342,0.566666667,0.666666667,2.67E+50,0.8321,90875.24967,0.8335,663
A8683,0.728916,0.959839,0.823293,0.466666667,0.533333333,2.67E+50,0.8324,90866.27319,0.8334,664
A4644,0.618056,0.895833,1,0.566666667,0.633333333,2.67E+50,0.8317,90865.78685,0.8334,665
A6539,0.806897,0.701149,1,0.466666667,0.633333333,2.67E+50,0.8323,90863.89709,0.8334,666
A1552,0.949324,0.810811,0.763514,0.433333333,0.466666667,2.67E+50,0.8323,90860.47821,0.8334,667
A3651,0.929134,0.97769,0.569554,0.833333333,0.833333333,2.67E+50,0.8313,90859.68428,0.8334,668
A8426,0.9808,0.5888,0.92,0.733333333,0.733333333,2.67E+50,0.8315,90856.4468,0.8333,669
A112,0.806876,0.712841,0.917088,0.766666667,0.8,2.67E+50,0.8329,90849.78086,0.8333,670
A42,0.844749,0.815068,0.821918,0.533333333,0.566666667,2.67E+50,0.8328,90836.55934,0.8332,671
A657,0.808962,0.957547,0.733491,0.533333333,0.533333333,2.51E+50,0.7834,90835.31088,0.8332,672
A2358,0.934256,0.636678,0.99654,0.4,0.433333333,2.66E+50,0.8306,90824.45777,0.8331,673
A3263,0.969512,0.881098,0.692073,0.366666667,0.5,2.67E+50,0.8313,90823.48035,0.8330,674
A7255,0.754425,0.809735,0.94469,0.4,0.6,2.67E+50,0.8320,90815.02251,0.8330,675
A3048,0.658838,0.933251,0.851669,0.766666667,0.833333333,2.40E+50,0.7495,90806.28647,0.8329,676
A8433,0.844512,0.757622,0.92378,0.4,0.466666667,2.54E+50,0.7923,90802.24003,0.8329,677
A615,0.927326,0.994186,0.625,0.433333333,0.533333333,2.57E+50,0.8024,90801.14044,0.8328,678
A3091,0.60396,0.992928,0.925035,0.566666667,0.6,2.66E+50,0.8309,90795.30466,0.8328,679
A7717,0.65655,0.894569,0.960064,0.4,0.733333333,2.67E+50,0.8312,90791.97545,0.8328,680
A5864,0.728238,0.81104,0.970276,0.4,0.633333333,2.67E+50,0.8316,90787.44503,0.8327,681
A6546,0.77193,0.991228,0.938596,0.2,0.1,2.59E+50,0.8067,90784.50596,0.8327,682
A1099,0.681034,0.875862,0.95,0.5,0.566666667,2.67E+50,0.8316,90783.73487,0.8327,683
A7534,0.888889,0.824916,0.774411,0.533333333,0.533333333,2.67E+50,0.8321,90780.42198,0.8327,684
A4505,0.774254,0.695896,0.98694,0.733333333,0.733333333,2.67E+50,0.8317,90754.3833,0.8324,685
A4780,0.876299,0.661123,0.900208,0.7,0.933333333,2.67E+50,0.8317,90749.87599,0.8324,686
A3876,0.790698,0.755814,1,0.4,0.4,2.66E+50,0.8294,90742.62271,0.8323,687
A7911,0.781609,0.900383,0.782886,0.6,0.633333333,2.67E+50,0.8318,90721.53864,0.8321,688
A6484,0.881326,0.710297,0.958115,0.366666667,0.433333333,2.67E+50,0.8314,90715.12945,0.8321,689
A1327,0.76699,0.809061,0.912621,0.533333333,0.533333333,2.67E+50,0.8315,90706.8311,0.8320,690
A2644,0.753396,0.677116,0.99373,0.866666667,0.966666667,2.66E+50,0.8308,90679.22846,0.8317,691
A5654,0.652387,0.926561,0.882497,0.6,0.833333333,2.66E+50,0.8306,90658.4919,0.8315,692
A163,0.700375,0.883895,0.962547,0.366666667,0.433333333,2.66E+50,0.8297,90655.09804,0.8315,693
A5969,0.78125,1,1,0.1,0.066666667,2.37E+50,0.7383,90642.66283,0.8314,694
A513,0.771208,0.726221,0.951157,0.666666667,0.766666667,2.66E+50,0.8308,90629.59285,0.8313,695
A7930,0.860724,0.746518,0.913649,0.433333333,0.433333333,2.66E+50,0.8301,90626.14041,0.8312,696
A4485,0.850453,0.861027,0.780967,0.5,0.5,2.66E+50,0.8306,90625.95599,0.8312,697
A3657,0.779762,0.776786,0.982143,0.4,0.4,2.66E+50,0.8294,90599.40051,0.8310,698
A9766,0.943662,0.66499,0.872233,0.566666667,0.666666667,2.66E+50,0.8300,90597.31878,0.8310,699
A48,0.980952,0.536508,0.998413,0.766666667,0.766666667,2.66E+50,0.8311,90595.20721,0.8310,700
A6543,1,0.954545,0.840909,0.133333333,0.033333333,2.62E+50,0.8159,90577.53329,0.8308,701
A2860,0.632417,0.942113,0.885673,0.733333333,0.733333333,2.66E+50,0.8297,90575.32201,0.8308,702
A8397,0.855709,0.870765,0.726474,0.533333333,0.8,2.66E+50,0.8302,90561.75656,0.8306,703
A4722,0.719101,0.876404,0.882022,0.566666667,0.566666667,2.66E+50,0.8298,90530.49611,0.8304,704
A4685,0.665377,0.851064,0.940039,0.7,0.7,2.66E+50,0.8295,90522.17875,0.8303,705
A6504,0.976608,0.8577,0.658869,0.5,0.666666667,2.66E+50,0.8289,90510.33129,0.8302,706
A2235,0.652174,0.837209,0.941355,0.766666667,0.9,2.66E+50,0.8293,90505.01472,0.8301,707
A4724,0.839869,1,0.629085,0.666666667,0.766666667,2.66E+50,0.8287,90494.61292,0.8300,708
A1530,0.67375,0.7675,0.985,0.833333333,0.9,2.66E+50,0.8291,90490.74989,0.8300,709
A1758,0.625179,0.851216,0.978541,0.733333333,0.8,2.66E+50,0.8285,90463.74504,0.8297,710
A9907,0.85553,0.839729,0.760722,0.6,0.633333333,2.66E+50,0.8293,90458.97988,0.8297,711
A2383,0.758562,0.744863,0.967466,0.5,0.733333333,2.66E+50,0.8289,90452.12123,0.8296,712
A4704,0.703209,0.847594,0.951872,0.566666667,0.566666667,2.68E+50,0.8351,90438.75314,0.8295,713
A5066,0.835052,0.907216,0.974227,0.333333333,0.033333333,2.62E+50,0.8175,90433.38547,0.8295,714
A1164,0.60743,0.865462,0.975904,0.8,0.833333333,2.65E+50,0.8280,90425.80223,0.8294,715
A7134,0.666667,0.937729,0.930403,0.4,0.466666667,2.65E+50,0.8276,90425.38347,0.8294,716
A8965,0.719786,0.971123,0.741176,0.666666667,0.933333333,2.66E+50,0.8287,90421.28948,0.8294,717
A3462,0.856764,0.71618,0.912467,0.5,0.566666667,2.66E+50,0.8284,90401.53819,0.8292,718
A1748,0.602968,0.946197,0.994434,0.433333333,0.533333333,2.65E+50,0.8267,90398.51842,0.8291,719
A8983,0.532847,0.981022,0.982482,0.766666667,0.8,2.39E+50,0.7439,90398.12942,0.8291,720
A6324,0.590722,0.986598,0.868041,0.833333333,0.9,2.65E+50,0.8275,90394.01742,0.8291,721
A7043,0.571072,0.968828,0.968828,0.466666667,0.866666667,2.65E+50,0.8265,90384.86978,0.8290,722
A7431,0.894209,0.878619,0.671492,0.7,0.733333333,2.66E+50,0.8284,90381.79005,0.8290,723
A9378,0.720457,0.722999,0.994917,0.7,0.866666667,2.66E+50,0.8281,90374.0049,0.8289,724
A9627,0.757106,0.722222,0.983204,0.6,0.7,2.66E+50,0.8281,90364.60203,0.8288,725
A5377,0.69,0.913333,0.923333,0.366666667,0.5,2.65E+50,0.8269,90363.99691,0.8288,726
A8256,0.748235,0.877647,0.837647,0.533333333,0.633333333,2.66E+50,0.8283,90354.67519,0.8287,727
A5253,0.627401,0.865557,0.983355,0.5,0.866666667,2.65E+50,0.8272,90353.13068,0.8287,728
A5277,0.948113,0.662736,0.910377,0.433333333,0.5,2.65E+50,0.8271,90351.45912,0.8287,729
A1548,0.834983,0.689769,0.980198,0.5,0.5,2.65E+50,0.8274,90339.62547,0.8286,730
A4140,0.746167,0.936968,0.819421,0.466666667,0.466666667,2.65E+50,0.8276,90334.51012,0.8286,731
A1512,0.766007,0.771828,0.877765,0.7,0.866666667,2.66E+50,0.8284,90332.15997,0.8285,732
A1655,0.555556,0.984127,0.996032,0.5,0.666666667,2.65E+50,0.8257,90331.52911,0.8285,733
A7528,0.732143,0.75974,0.987013,0.433333333,0.766666667,2.65E+50,0.8275,90331.3831,0.8285,734
A1958,0.698039,0.94902,0.819608,0.533333333,0.7,2.65E+50,0.8276,90311.2514,0.8283,735
A3931,0.798817,0.893491,0.893491,0.333333333,0.2,2.65E+50,0.8249,90294.43764,0.8282,736
A3247,0.692857,0.928571,0.780952,0.9,0.9,2.65E+50,0.8275,90280.24907,0.8281,737
A4523,0.768362,0.928437,0.781544,0.5,0.566666667,2.65E+50,0.8273,90268.80442,0.8280,738
A4684,0.596421,0.952286,0.93837,0.633333333,0.666666667,2.65E+50,0.8261,90252.64667,0.8278,739
A4927,0.880081,0.818089,0.736789,0.5,0.933333333,2.65E+50,0.8273,90248.48103,0.8278,740
A2382,0.588785,0.929907,0.997664,0.566666667,0.566666667,2.65E+50,0.8254,90228.37031,0.8276,741
A170,0.823529,0.936275,0.813725,0.333333333,0.233333333,2.64E+50,0.8247,90218.96438,0.8275,742
A6432,0.799054,0.754137,0.950355,0.366666667,0.566666667,2.65E+50,0.8263,90215.48783,0.8275,743
A3056,0.72093,0.810631,0.946844,0.4,0.733333333,2.65E+50,0.8263,90195.13917,0.8273,744
A3197,0.613079,0.908719,0.90327,0.866666667,0.866666667,2.65E+50,0.8261,90191.01698,0.8272,745
A8437,0.80807,0.796074,0.782988,0.8,0.966666667,2.62E+50,0.8172,90160.10472,0.8270,746
A5323,0.97561,0.645403,0.926829,0.4,0.4,2.64E+50,0.8245,90144.75882,0.8268,747
A7477,0.757877,0.741294,0.975124,0.566666667,0.566666667,2.65E+50,0.8260,90111.54172,0.8265,748
A109,0.898053,0.792669,0.702176,0.866666667,0.933333333,2.65E+50,0.8262,90110.51471,0.8265,749
A4816,0.59552,0.914361,0.931489,0.766666667,0.866666667,2.65E+50,0.8250,90104.24132,0.8265,750
A8515,0.645117,0.877579,0.939477,0.5,0.833333333,2.65E+50,0.8252,90090.66176,0.8263,751
A613,0.720117,0.998542,0.723032,0.633333333,0.833333333,2.65E+50,0.8253,90078.66358,0.8262,752
A7440,0.974306,0.960946,0.538541,0.766666667,0.866666667,2.64E+50,0.8236,90077.85003,0.8262,753
A8273,0.681159,0.931159,0.887681,0.466666667,0.5,2.64E+50,0.8249,90071.33463,0.8261,754
A807,0.78979,0.818318,0.809309,0.7,0.733333333,2.65E+50,0.8261,90067.7349,0.8261,755
A9735,0.562084,0.943459,0.981153,0.7,0.7,2.64E+50,0.8238,90059.67625,0.8260,756
A5082,0.959686,0.931691,0.567749,0.7,0.9,2.64E+50,0.8239,90045.36837,0.8259,757
A8104,0.619134,0.967509,0.962094,0.4,0.433333333,2.64E+50,0.8234,90045.17894,0.8259,758
A2609,0.995992,0.53006,0.947896,0.7,1,2.64E+50,0.8230,90044.8028,0.8259,759
A6896,0.704264,0.807428,0.894085,0.8,0.833333333,2.65E+50,0.8255,90040.16637,0.8259,760
A7830,0.788004,0.646329,0.961737,0.966666667,0.966666667,2.64E+50,0.8247,90023.43504,0.8257,761
A1085,0.889789,0.612642,0.965964,0.633333333,0.7,2.64E+50,0.8242,90012.30184,0.8256,762
A2798,0.834525,0.85189,0.73953,0.566666667,0.833333333,2.64E+50,0.8245,90006.19362,0.8256,763
A9408,0.816254,0.706714,0.992933,0.433333333,0.433333333,2.45E+50,0.7647,89980.574,0.8253,764
A3798,0.809826,0.714739,0.88748,0.766666667,0.766666667,2.65E+50,0.8250,89969.20488,0.8252,765
A6319,0.91358,0.858025,0.969136,0.2,0.033333333,2.60E+50,0.8120,89965.7217,0.8252,766
A3360,0.854305,0.774834,0.993377,0.3,0.133333333,2.63E+50,0.8199,89952.27912,0.8251,767
A8528,0.938489,0.759227,0.778559,0.466666667,0.566666667,2.64E+50,0.8242,89949.3283,0.8250,768
A3165,0.713666,0.902386,0.845987,0.5,0.633333333,2.64E+50,0.8242,89932.16498,0.8249,769
A7771,0.911184,0.638158,0.899671,0.666666667,0.7,2.64E+50,0.8238,89921.32532,0.8248,770
A9780,0.823711,0.720619,0.827835,0.933333333,0.966666667,2.64E+50,0.8246,89919.13872,0.8248,771
A7755,0.681205,0.778816,0.977155,0.7,0.733333333,2.64E+50,0.8239,89909.64887,0.8247,772
A9937,0.66171,0.890335,0.95539,0.466666667,0.466666667,2.64E+50,0.8231,89905.63335,0.8246,773
A7963,0.856452,0.674194,0.890323,0.733333333,0.766666667,2.64E+50,0.8240,89897.33966,0.8246,774
A8731,0.788945,0.711055,0.920854,0.7,0.766666667,2.64E+50,0.8241,89888.34103,0.8245,775
A6298,0.780591,0.668073,0.967651,0.8,0.833333333,2.64E+50,0.8237,89886.76995,0.8245,776
A6846,0.635996,0.804853,0.988878,0.633333333,1,2.64E+50,0.8232,89883.86361,0.8244,777
A381,0.897196,0.676012,0.928349,0.433333333,0.5,2.64E+50,0.8230,89881.62923,0.8244,778
A8529,0.621849,0.822129,0.992997,0.766666667,0.8,2.64E+50,0.8231,89879.31937,0.8244,779
A2594,0.847222,0.868056,0.993056,0.3,0.033333333,2.60E+50,0.8122,89867.09526,0.8243,780
A7818,0.859898,0.681218,0.845685,0.866666667,0.933333333,2.64E+50,0.8239,89865.36397,0.8243,781
A2069,0.745361,0.895876,0.761856,0.666666667,0.933333333,2.64E+50,0.8239,89859.55019,0.8242,782
A9010,0.632246,0.838768,0.983696,0.633333333,0.733333333,2.64E+50,0.8230,89856.1422,0.8242,783
A9558,0.774843,0.856604,0.774843,0.733333333,0.766666667,2.64E+50,0.8241,89854.3513,0.8242,784
A9347,0.699102,0.742515,0.994012,0.733333333,0.733333333,2.64E+50,0.8239,89843.84228,0.8241,785
A5577,0.874074,0.592593,0.973545,0.766666667,0.833333333,2.64E+50,0.8225,89841.14128,0.8240,786
A6707,0.813538,0.771392,0.897829,0.433333333,0.5,2.64E+50,0.8231,89832.2242,0.8240,787
A2137,0.751244,0.940299,0.970149,0.333333333,0.066666667,2.62E+50,0.8158,89831.59046,0.8239,788
A970,0.887755,0.739796,0.938776,0.3,0.266666667,2.63E+50,0.8209,89814.80958,0.8238,789
A9379,0.93609,0.692982,0.805764,0.6,0.766666667,2.60E+50,0.8096,89810.77353,0.8238,790
A1613,0.514019,0.973001,0.982347,0.8,0.966666667,2.63E+50,0.8209,89808.88109,0.8237,791
A7737,0.617409,0.884615,0.958502,0.5,0.866666667,2.64E+50,0.8221,89795.56118,0.8236,792
A3282,0.834107,0.606729,0.991879,0.733333333,0.9,2.64E+50,0.8221,89790.06594,0.8236,793
A1878,0.712446,0.77897,0.944206,0.666666667,0.666666667,2.64E+50,0.8226,89777.14819,0.8235,794
A2451,0.658298,0.796374,0.993026,0.633333333,0.733333333,2.64E+50,0.8220,89777.10964,0.8235,795
